Date.Full,Data.Temperature.Avg Temp,Data.Precipitation,Year,Month,Day,Season
2016-01-03,8,0.0,2016,1,3,Winter
2016-01-03,26,0.0,2016,1,3,Winter
2016-01-03,7,0.0,2016,1,3,Winter
2016-01-03,0,0.0,2016,1,3,Winter
2016-01-03,23,0.0,2016,1,3,Winter
2016-01-03,36,0.0,2016,1,3,Winter
2016-01-03,26,0.0,2016,1,3,Winter
2016-01-03,35,0.0,2016,1,3,Winter
2016-01-03,33,0.0,2016,1,3,Winter
2016-01-03,29,0.0,2016,1,3,Winter
2016-01-03,8,0.0,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,26,0.0,2016,1,3,Winter
2016-01-03,26,0.0,2016,1,3,Winter
2016-01-03,31,0.0,2016,1,3,Winter
2016-01-03,31,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,36,0.0,2016,1,3,Winter
2016-01-03,60,0.0,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,12,0.0,2016,1,3,Winter
2016-01-03,22,0.0,2016,1,3,Winter
2016-01-03,22,0.0,2016,1,3,Winter
2016-01-03,44,0.0,2016,1,3,Winter
2016-01-03,12,0.0,2016,1,3,Winter
2016-01-03,7,0.0,2016,1,3,Winter
2016-01-03,20,0.0,2016,1,3,Winter
2016-01-03,21,0.0,2016,1,3,Winter
2016-01-03,18,0.0,2016,1,3,Winter
2016-01-03,22,0.0,2016,1,3,Winter
2016-01-03,39,0.0,2016,1,3,Winter
2016-01-03,33,0.0,2016,1,3,Winter
2016-01-03,29,0.31,2016,1,3,Winter
2016-01-03,39,0.0,2016,1,3,Winter
2016-01-03,41,0.0,2016,1,3,Winter
2016-01-03,41,0.0,2016,1,3,Winter
2016-01-03,41,0.0,2016,1,3,Winter
2016-01-03,41,0.0,2016,1,3,Winter
2016-01-03,45,0.0,2016,1,3,Winter
2016-01-03,39,0.0,2016,1,3,Winter
2016-01-03,31,0.03,2016,1,3,Winter
2016-01-03,41,0.0,2016,1,3,Winter
2016-01-03,15,0.0,2016,1,3,Winter
2016-01-03,40,0.0,2016,1,3,Winter
2016-01-03,45,0.0,2016,1,3,Winter
2016-01-03,47,1.29,2016,1,3,Winter
2016-01-03,47,1.04,2016,1,3,Winter
2016-01-03,42,0.0,2016,1,3,Winter
2016-01-03,37,0.04,2016,1,3,Winter
2016-01-03,10,0.07,2016,1,3,Winter
2016-01-03,12,0.07,2016,1,3,Winter
2016-01-03,26,0.02,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,22,0.0,2016,1,3,Winter
2016-01-03,3,0.0,2016,1,3,Winter
2016-01-03,11,0.0,2016,1,3,Winter
2016-01-03,23,0.0,2016,1,3,Winter
2016-01-03,21,0.0,2016,1,3,Winter
2016-01-03,26,0.0,2016,1,3,Winter
2016-01-03,24,0.0,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,25,0.0,2016,1,3,Winter
2016-01-03,36,0.0,2016,1,3,Winter
2016-01-03,32,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,33,0.0,2016,1,3,Winter
2016-01-03,16,0.26,2016,1,3,Winter
2016-01-03,12,0.09,2016,1,3,Winter
2016-01-03,35,0.02,2016,1,3,Winter
2016-01-03,23,0.0,2016,1,3,Winter
2016-01-03,50,0.09,2016,1,3,Winter
2016-01-03,49,0.23,2016,1,3,Winter
2016-01-03,44,0.0,2016,1,3,Winter
2016-01-03,40,0.0,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,18,0.0,2016,1,3,Winter
2016-01-03,24,0.0,2016,1,3,Winter
2016-01-03,22,0.0,2016,1,3,Winter
2016-01-03,18,0.0,2016,1,3,Winter
2016-01-03,18,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,45,0.0,2016,1,3,Winter
2016-01-03,53,0.55,2016,1,3,Winter
2016-01-03,45,0.0,2016,1,3,Winter
2016-01-03,36,0.0,2016,1,3,Winter
2016-01-03,77,0.05,2016,1,3,Winter
2016-01-03,31,0.01,2016,1,3,Winter
2016-01-03,32,0.0,2016,1,3,Winter
2016-01-03,31,0.01,2016,1,3,Winter
2016-01-03,49,0.0,2016,1,3,Winter
2016-01-03,36,0.0,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,40,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,47,0.57,2016,1,3,Winter
2016-01-03,46,0.0,2016,1,3,Winter
2016-01-03,44,0.0,2016,1,3,Winter
2016-01-03,35,0.0,2016,1,3,Winter
2016-01-03,47,1.81,2016,1,3,Winter
2016-01-03,48,0.01,2016,1,3,Winter
2016-01-03,36,0.0,2016,1,3,Winter
2016-01-03,38,0.0,2016,1,3,Winter
2016-01-03,48,0.02,2016,1,3,Winter
2016-01-03,47,0.2,2016,1,3,Winter
2016-01-03,46,0.22,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,41,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,39,0.0,2016,1,3,Winter
2016-01-03,47,1.54,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,32,0.29,2016,1,3,Winter
2016-01-03,43,0.01,2016,1,3,Winter
2016-01-03,55,0.0,2016,1,3,Winter
2016-01-03,49,0.0,2016,1,3,Winter
2016-01-03,44,0.0,2016,1,3,Winter
2016-01-03,45,0.0,2016,1,3,Winter
2016-01-03,44,0.0,2016,1,3,Winter
2016-01-03,55,0.0,2016,1,3,Winter
2016-01-03,54,0.0,2016,1,3,Winter
2016-01-03,46,0.04,2016,1,3,Winter
2016-01-03,47,0.0,2016,1,3,Winter
2016-01-03,44,0.06,2016,1,3,Winter
2016-01-03,44,0.0,2016,1,3,Winter
2016-01-03,35,0.0,2016,1,3,Winter
2016-01-03,27,0.0,2016,1,3,Winter
2016-01-03,47,0.0,2016,1,3,Winter
2016-01-03,42,0.0,2016,1,3,Winter
2016-01-03,38,0.0,2016,1,3,Winter
2016-01-03,46,0.0,2016,1,3,Winter
2016-01-03,39,0.0,2016,1,3,Winter
2016-01-03,39,0.0,2016,1,3,Winter
2016-01-03,51,0.0,2016,1,3,Winter
2016-01-03,79,0.5,2016,1,3,Winter
2016-01-03,56,0.49,2016,1,3,Winter
2016-01-03,56,0.62,2016,1,3,Winter
2016-01-03,76,0.49,2016,1,3,Winter
2016-01-03,63,0.75,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,51,0.0,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,26,0.0,2016,1,3,Winter
2016-01-03,14,0.0,2016,1,3,Winter
2016-01-03,27,0.0,2016,1,3,Winter
2016-01-03,-10,0.0,2016,1,3,Winter
2016-01-03,28,0.0,2016,1,3,Winter
2016-01-03,14,0.0,2016,1,3,Winter
2016-01-03,42,0.0,2016,1,3,Winter
2016-01-03,38,0.0,2016,1,3,Winter
2016-01-03,76,1.13,2016,1,3,Winter
2016-01-03,29,0.0,2016,1,3,Winter
2016-01-03,58,0.0,2016,1,3,Winter
2016-01-03,34,0.14,2016,1,3,Winter
2016-01-03,36,0.7,2016,1,3,Winter
2016-01-03,40,0.0,2016,1,3,Winter
2016-01-03,39,1.22,2016,1,3,Winter
2016-01-03,27,0.02,2016,1,3,Winter
2016-01-03,14,0.0,2016,1,3,Winter
2016-01-03,31,0.0,2016,1,3,Winter
2016-01-03,37,0.17,2016,1,3,Winter
2016-01-03,38,2.15,2016,1,3,Winter
2016-01-03,22,0.15,2016,1,3,Winter
2016-01-03,30,0.05,2016,1,3,Winter
2016-01-03,38,0.09,2016,1,3,Winter
2016-01-03,34,0.01,2016,1,3,Winter
2016-01-03,45,0.0,2016,1,3,Winter
2016-01-03,46,0.16,2016,1,3,Winter
2016-01-03,40,0.0,2016,1,3,Winter
2016-01-03,34,0.6,2016,1,3,Winter
2016-01-03,56,0.0,2016,1,3,Winter
2016-01-03,39,0.05,2016,1,3,Winter
2016-01-03,27,0.1,2016,1,3,Winter
2016-01-03,40,0.0,2016,1,3,Winter
2016-01-03,41,0.0,2016,1,3,Winter
2016-01-03,36,2.42,2016,1,3,Winter
2016-01-03,6,0.05,2016,1,3,Winter
2016-01-03,21,0.0,2016,1,3,Winter
2016-01-03,32,0.04,2016,1,3,Winter
2016-01-03,32,0.15,2016,1,3,Winter
2016-01-03,40,1.3,2016,1,3,Winter
2016-01-03,38,0.55,2016,1,3,Winter
2016-01-03,60,0.0,2016,1,3,Winter
2016-01-03,60,0.0,2016,1,3,Winter
2016-01-03,60,0.0,2016,1,3,Winter
2016-01-03,37,0.4,2016,1,3,Winter
2016-01-03,0,0.0,2016,1,3,Winter
2016-01-03,29,0.08,2016,1,3,Winter
2016-01-03,30,0.01,2016,1,3,Winter
2016-01-03,43,0.37,2016,1,3,Winter
2016-01-03,65,0.14,2016,1,3,Winter
2016-01-03,39,0.0,2016,1,3,Winter
2016-01-03,31,0.0,2016,1,3,Winter
2016-01-03,60,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,38,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,34,0.01,2016,1,3,Winter
2016-01-03,23,0.1,2016,1,3,Winter
2016-01-03,29,0.0,2016,1,3,Winter
2016-01-03,47,0.22,2016,1,3,Winter
2016-01-03,46,0.0,2016,1,3,Winter
2016-01-03,47,0.08,2016,1,3,Winter
2016-01-03,47,0.09,2016,1,3,Winter
2016-01-03,36,0.0,2016,1,3,Winter
2016-01-03,38,0.0,2016,1,3,Winter
2016-01-03,35,0.0,2016,1,3,Winter
2016-01-03,37,0.0,2016,1,3,Winter
2016-01-03,48,0.12,2016,1,3,Winter
2016-01-03,27,0.01,2016,1,3,Winter
2016-01-03,32,0.0,2016,1,3,Winter
2016-01-03,31,0.05,2016,1,3,Winter
2016-01-03,44,0.0,2016,1,3,Winter
2016-01-03,46,0.02,2016,1,3,Winter
2016-01-03,47,0.38,2016,1,3,Winter
2016-01-03,40,0.0,2016,1,3,Winter
2016-01-03,42,0.0,2016,1,3,Winter
2016-01-03,20,0.0,2016,1,3,Winter
2016-01-03,19,0.0,2016,1,3,Winter
2016-01-03,33,0.0,2016,1,3,Winter
2016-01-03,23,0.0,2016,1,3,Winter
2016-01-03,22,0.0,2016,1,3,Winter
2016-01-03,24,0.04,2016,1,3,Winter
2016-01-03,31,0.0,2016,1,3,Winter
2016-01-03,23,0.21,2016,1,3,Winter
2016-01-03,29,0.04,2016,1,3,Winter
2016-01-03,26,0.08,2016,1,3,Winter
2016-01-03,30,0.04,2016,1,3,Winter
2016-01-03,21,0.0,2016,1,3,Winter
2016-01-03,33,0.0,2016,1,3,Winter
2016-01-03,50,0.59,2016,1,3,Winter
2016-01-03,34,0.0,2016,1,3,Winter
2016-01-03,15,0.0,2016,1,3,Winter
2016-01-03,70,0.0,2016,1,3,Winter
2016-01-03,72,0.04,2016,1,3,Winter
2016-01-03,71,0.04,2016,1,3,Winter
2016-01-03,73,0.0,2016,1,3,Winter
2016-01-03,32,0.0,2016,1,3,Winter
2016-01-03,56,0.41,2016,1,3,Winter
2016-01-03,21,0.0,2016,1,3,Winter
2016-01-03,47,0.01,2016,1,3,Winter
2016-01-03,42,0.0,2016,1,3,Winter
2016-01-03,45,0.0,2016,1,3,Winter
2016-01-03,51,0.66,2016,1,3,Winter
2016-01-03,74,0.24,2016,1,3,Winter
2016-01-03,69,0.97,2016,1,3,Winter
2016-01-03,66,0.18,2016,1,3,Winter
2016-01-03,53,0.46,2016,1,3,Winter
2016-01-03,48,0.0,2016,1,3,Winter
2016-01-03,8,0.0,2016,1,3,Winter
2016-01-03,73,0.11,2016,1,3,Winter
2016-01-03,25,0.0,2016,1,3,Winter
2016-01-03,25,0.0,2016,1,3,Winter
2016-01-03,31,0.0,2016,1,3,Winter
2016-01-03,31,0.0,2016,1,3,Winter
2016-01-03,22,0.0,2016,1,3,Winter
2016-01-03,21,0.0,2016,1,3,Winter
2016-01-03,21,0.0,2016,1,3,Winter
2016-01-03,24,0.0,2016,1,3,Winter
2016-01-03,22,0.0,2016,1,3,Winter
2016-01-03,30,0.0,2016,1,3,Winter
2016-01-03,29,0.0,2016,1,3,Winter
2016-01-03,29,0.0,2016,1,3,Winter
2016-01-03,35,0.0,2016,1,3,Winter
2016-01-03,31,0.0,2016,1,3,Winter
2016-01-03,24,0.0,2016,1,3,Winter
2016-01-03,29,0.0,2016,1,3,Winter
2016-01-03,29,0.0,2016,1,3,Winter
2016-01-03,27,0.03,2016,1,3,Winter
2016-01-10,12,0.32,2016,1,10,Winter
2016-01-10,11,0.0,2016,1,10,Winter
2016-01-10,10,0.0,2016,1,10,Winter
2016-01-10,47,0.34,2016,1,10,Winter
2016-01-10,40,0.27,2016,1,10,Winter
2016-01-10,37,0.66,2016,1,10,Winter
2016-01-10,37,0.39,2016,1,10,Winter
2016-01-10,40,0.42,2016,1,10,Winter
2016-01-10,37,1.42,2016,1,10,Winter
2016-01-10,37,0.48,2016,1,10,Winter
2016-01-10,27,0.68,2016,1,10,Winter
2016-01-10,29,0.63,2016,1,10,Winter
2016-01-10,34,1.72,2016,1,10,Winter
2016-01-10,24,0.77,2016,1,10,Winter
2016-01-10,29,0.64,2016,1,10,Winter
2016-01-10,25,0.74,2016,1,10,Winter
2016-01-10,51,1.47,2016,1,10,Winter
2016-01-10,8,0.0,2016,1,10,Winter
2016-01-10,35,1.4,2016,1,10,Winter
2016-01-10,31,0.74,2016,1,10,Winter
2016-01-10,38,0.21,2016,1,10,Winter
2016-01-10,28,0.05,2016,1,10,Winter
2016-01-10,42,0.15,2016,1,10,Winter
2016-01-10,38,0.43,2016,1,10,Winter
2016-01-10,18,0.2,2016,1,10,Winter
2016-01-10,43,0.41,2016,1,10,Winter
2016-01-10,34,0.58,2016,1,10,Winter
2016-01-10,10,0.05,2016,1,10,Winter
2016-01-10,36,0.16,2016,1,10,Winter
2016-01-10,33,0.17,2016,1,10,Winter
2016-01-10,29,0.73,2016,1,10,Winter
2016-01-10,29,0.85,2016,1,10,Winter
2016-01-10,31,1.03,2016,1,10,Winter
2016-01-10,32,1.03,2016,1,10,Winter
2016-01-10,31,0.78,2016,1,10,Winter
2016-01-10,32,0.81,2016,1,10,Winter
2016-01-10,35,0.11,2016,1,10,Winter
2016-01-10,27,0.9,2016,1,10,Winter
2016-01-10,31,0.69,2016,1,10,Winter
2016-01-10,31,0.27,2016,1,10,Winter
2016-01-10,13,0.0,2016,1,10,Winter
2016-01-10,22,0.02,2016,1,10,Winter
2016-01-10,16,0.15,2016,1,10,Winter
2016-01-10,9,0.12,2016,1,10,Winter
2016-01-10,15,0.14,2016,1,10,Winter
2016-01-10,11,0.11,2016,1,10,Winter
2016-01-10,19,0.05,2016,1,10,Winter
2016-01-10,21,0.01,2016,1,10,Winter
2016-01-10,10,0.07,2016,1,10,Winter
2016-01-10,23,0.09,2016,1,10,Winter
2016-01-10,34,0.52,2016,1,10,Winter
2016-01-10,26,0.54,2016,1,10,Winter
2016-01-10,32,0.69,2016,1,10,Winter
2016-01-10,31,0.67,2016,1,10,Winter
2016-01-10,28,0.6,2016,1,10,Winter
2016-01-10,29,0.07,2016,1,10,Winter
2016-01-10,18,0.13,2016,1,10,Winter
2016-01-10,31,0.11,2016,1,10,Winter
2016-01-10,22,0.09,2016,1,10,Winter
2016-01-10,20,0.25,2016,1,10,Winter
2016-01-10,35,0.37,2016,1,10,Winter
2016-01-10,34,1.78,2016,1,10,Winter
2016-01-10,35,0.8,2016,1,10,Winter
2016-01-10,60,0.0,2016,1,10,Winter
2016-01-10,25,0.82,2016,1,10,Winter
2016-01-10,30,0.67,2016,1,10,Winter
2016-01-10,33,0.25,2016,1,10,Winter
2016-01-10,24,0.51,2016,1,10,Winter
2016-01-10,42,0.88,2016,1,10,Winter
2016-01-10,25,0.08,2016,1,10,Winter
2016-01-10,22,1.12,2016,1,10,Winter
2016-01-10,17,0.01,2016,1,10,Winter
2016-01-10,20,0.0,2016,1,10,Winter
2016-01-10,21,0.04,2016,1,10,Winter
2016-01-10,23,0.71,2016,1,10,Winter
2016-01-10,25,0.04,2016,1,10,Winter
2016-01-10,48,0.26,2016,1,10,Winter
2016-01-10,32,1.07,2016,1,10,Winter
2016-01-10,42,0.46,2016,1,10,Winter
2016-01-10,32,1.48,2016,1,10,Winter
2016-01-10,37,0.79,2016,1,10,Winter
2016-01-10,40,0.27,2016,1,10,Winter
2016-01-10,34,0.9,2016,1,10,Winter
2016-01-10,39,0.68,2016,1,10,Winter
2016-01-10,44,0.11,2016,1,10,Winter
2016-01-10,35,0.71,2016,1,10,Winter
2016-01-10,25,0.52,2016,1,10,Winter
2016-01-10,34,0.9,2016,1,10,Winter
2016-01-10,31,0.29,2016,1,10,Winter
2016-01-10,39,0.11,2016,1,10,Winter
2016-01-10,45,0.22,2016,1,10,Winter
2016-01-10,52,1.5,2016,1,10,Winter
2016-01-10,51,0.06,2016,1,10,Winter
2016-01-10,43,0.0,2016,1,10,Winter
2016-01-10,42,0.05,2016,1,10,Winter
2016-01-10,31,0.09,2016,1,10,Winter
2016-01-10,32,0.16,2016,1,10,Winter
2016-01-10,36,0.34,2016,1,10,Winter
2016-01-10,41,0.38,2016,1,10,Winter
2016-01-10,22,0.01,2016,1,10,Winter
2016-01-10,18,0.3,2016,1,10,Winter
2016-01-10,15,0.36,2016,1,10,Winter
2016-01-10,25,0.29,2016,1,10,Winter
2016-01-10,22,0.3,2016,1,10,Winter
2016-01-10,27,0.27,2016,1,10,Winter
2016-01-10,24,0.52,2016,1,10,Winter
2016-01-10,36,0.29,2016,1,10,Winter
2016-01-10,23,0.56,2016,1,10,Winter
2016-01-10,34,0.52,2016,1,10,Winter
2016-01-10,29,0.47,2016,1,10,Winter
2016-01-10,35,0.23,2016,1,10,Winter
2016-01-10,33,0.53,2016,1,10,Winter
2016-01-10,33,0.21,2016,1,10,Winter
2016-01-10,31,0.02,2016,1,10,Winter
2016-01-10,41,0.26,2016,1,10,Winter
2016-01-10,23,0.72,2016,1,10,Winter
2016-01-10,53,1.62,2016,1,10,Winter
2016-01-10,54,0.55,2016,1,10,Winter
2016-01-10,44,0.49,2016,1,10,Winter
2016-01-10,37,0.67,2016,1,10,Winter
2016-01-10,16,0.31,2016,1,10,Winter
2016-01-10,17,0.0,2016,1,10,Winter
2016-01-10,14,0.0,2016,1,10,Winter
2016-01-10,13,0.04,2016,1,10,Winter
2016-01-10,15,0.04,2016,1,10,Winter
2016-01-10,40,0.5,2016,1,10,Winter
2016-01-10,41,0.61,2016,1,10,Winter
2016-01-10,45,0.27,2016,1,10,Winter
2016-01-10,42,0.34,2016,1,10,Winter
2016-01-10,32,1.41,2016,1,10,Winter
2016-01-10,79,0.34,2016,1,10,Winter
2016-01-10,28,1.78,2016,1,10,Winter
2016-01-10,29,1.26,2016,1,10,Winter
2016-01-10,29,0.85,2016,1,10,Winter
2016-01-10,36,0.63,2016,1,10,Winter
2016-01-10,48,0.0,2016,1,10,Winter
2016-01-10,31,0.58,2016,1,10,Winter
2016-01-10,36,0.85,2016,1,10,Winter
2016-01-10,38,0.32,2016,1,10,Winter
2016-01-10,53,0.0,2016,1,10,Winter
2016-01-10,44,0.84,2016,1,10,Winter
2016-01-10,44,1.23,2016,1,10,Winter
2016-01-10,32,0.11,2016,1,10,Winter
2016-01-10,55,0.25,2016,1,10,Winter
2016-01-10,49,1.21,2016,1,10,Winter
2016-01-10,37,0.34,2016,1,10,Winter
2016-01-10,37,0.94,2016,1,10,Winter
2016-01-10,59,0.1,2016,1,10,Winter
2016-01-10,50,0.13,2016,1,10,Winter
2016-01-10,48,0.64,2016,1,10,Winter
2016-01-10,32,0.08,2016,1,10,Winter
2016-01-10,42,0.04,2016,1,10,Winter
2016-01-10,39,0.51,2016,1,10,Winter
2016-01-10,41,0.3,2016,1,10,Winter
2016-01-10,41,1.42,2016,1,10,Winter
2016-01-10,53,2.19,2016,1,10,Winter
2016-01-10,40,0.4,2016,1,10,Winter
2016-01-10,37,0.27,2016,1,10,Winter
2016-01-10,46,1.15,2016,1,10,Winter
2016-01-10,51,1.09,2016,1,10,Winter
2016-01-10,48,2.27,2016,1,10,Winter
2016-01-10,45,4.71,2016,1,10,Winter
2016-01-10,46,3.59,2016,1,10,Winter
2016-01-10,55,2.73,2016,1,10,Winter
2016-01-10,55,1.96,2016,1,10,Winter
2016-01-10,51,1.15,2016,1,10,Winter
2016-01-10,47,1.28,2016,1,10,Winter
2016-01-10,49,2.49,2016,1,10,Winter
2016-01-10,49,1.83,2016,1,10,Winter
2016-01-10,43,0.0,2016,1,10,Winter
2016-01-10,36,0.16,2016,1,10,Winter
2016-01-10,51,0.69,2016,1,10,Winter
2016-01-10,40,1.63,2016,1,10,Winter
2016-01-10,34,0.79,2016,1,10,Winter
2016-01-10,57,2.98,2016,1,10,Winter
2016-01-10,51,2.17,2016,1,10,Winter
2016-01-10,39,1.89,2016,1,10,Winter
2016-01-10,54,4.15,2016,1,10,Winter
2016-01-10,53,0.21,2016,1,10,Winter
2016-01-10,56,0.16,2016,1,10,Winter
2016-01-10,70,0.94,2016,1,10,Winter
2016-01-10,63,0.05,2016,1,10,Winter
2016-01-10,35,0.68,2016,1,10,Winter
2016-01-10,35,0.68,2016,1,10,Winter
2016-01-10,29,1.46,2016,1,10,Winter
2016-01-10,38,0.37,2016,1,10,Winter
2016-01-10,33,1.23,2016,1,10,Winter
2016-01-10,26,0.31,2016,1,10,Winter
2016-01-10,27,0.38,2016,1,10,Winter
2016-01-10,15,0.34,2016,1,10,Winter
2016-01-10,29,0.18,2016,1,10,Winter
2016-01-10,14,0.55,2016,1,10,Winter
2016-01-10,47,1.43,2016,1,10,Winter
2016-01-10,53,1.59,2016,1,10,Winter
2016-01-10,28,0.41,2016,1,10,Winter
2016-01-10,35,0.12,2016,1,10,Winter
2016-01-10,48,1.53,2016,1,10,Winter
2016-01-10,52,1.13,2016,1,10,Winter
2016-01-10,30,0.03,2016,1,10,Winter
2016-01-10,27,0.33,2016,1,10,Winter
2016-01-10,37,0.0,2016,1,10,Winter
2016-01-10,37,1.75,2016,1,10,Winter
2016-01-10,0,0.0,2016,1,10,Winter
2016-01-10,2,0.0,2016,1,10,Winter
2016-01-10,13,0.0,2016,1,10,Winter
2016-01-10,34,1.33,2016,1,10,Winter
2016-01-10,35,0.81,2016,1,10,Winter
2016-01-10,6,0.0,2016,1,10,Winter
2016-01-10,28,0.03,2016,1,10,Winter
2016-01-10,36,0.48,2016,1,10,Winter
2016-01-10,28,0.0,2016,1,10,Winter
2016-01-10,47,0.11,2016,1,10,Winter
2016-01-10,49,0.13,2016,1,10,Winter
2016-01-10,43,0.43,2016,1,10,Winter
2016-01-10,32,2.35,2016,1,10,Winter
2016-01-10,72,0.46,2016,1,10,Winter
2016-01-10,35,0.04,2016,1,10,Winter
2016-01-10,23,0.03,2016,1,10,Winter
2016-01-10,42,0.61,2016,1,10,Winter
2016-01-10,41,1.16,2016,1,10,Winter
2016-01-10,33,1.26,2016,1,10,Winter
2016-01-10,8,0.05,2016,1,10,Winter
2016-01-10,9,0.0,2016,1,10,Winter
2016-01-10,24,0.0,2016,1,10,Winter
2016-01-10,32,0.77,2016,1,10,Winter
2016-01-10,37,2.66,2016,1,10,Winter
2016-01-10,33,0.12,2016,1,10,Winter
2016-01-10,60,0.0,2016,1,10,Winter
2016-01-10,60,0.0,2016,1,10,Winter
2016-01-10,60,0.0,2016,1,10,Winter
2016-01-10,27,0.0,2016,1,10,Winter
2016-01-10,-13,0.0,2016,1,10,Winter
2016-01-10,29,0.09,2016,1,10,Winter
2016-01-10,14,0.0,2016,1,10,Winter
2016-01-10,39,0.13,2016,1,10,Winter
2016-01-10,70,0.84,2016,1,10,Winter
2016-01-10,44,0.52,2016,1,10,Winter
2016-01-10,45,0.1,2016,1,10,Winter
2016-01-10,33,1.39,2016,1,10,Winter
2016-01-10,39,0.28,2016,1,10,Winter
2016-01-10,35,1.05,2016,1,10,Winter
2016-01-10,27,2.11,2016,1,10,Winter
2016-01-10,18,0.52,2016,1,10,Winter
2016-01-10,22,1.99,2016,1,10,Winter
2016-01-10,51,0.27,2016,1,10,Winter
2016-01-10,28,1.12,2016,1,10,Winter
2016-01-10,46,1.5,2016,1,10,Winter
2016-01-10,51,2.1,2016,1,10,Winter
2016-01-10,51,1.84,2016,1,10,Winter
2016-01-10,36,2.13,2016,1,10,Winter
2016-01-10,39,0.4,2016,1,10,Winter
2016-01-10,36,0.47,2016,1,10,Winter
2016-01-10,38,0.83,2016,1,10,Winter
2016-01-10,35,0.79,2016,1,10,Winter
2016-01-10,54,0.75,2016,1,10,Winter
2016-01-10,30,0.18,2016,1,10,Winter
2016-01-10,24,0.69,2016,1,10,Winter
2016-01-10,30,0.71,2016,1,10,Winter
2016-01-10,63,0.55,2016,1,10,Winter
2016-01-10,47,0.11,2016,1,10,Winter
2016-01-10,51,0.32,2016,1,10,Winter
2016-01-10,43,0.35,2016,1,10,Winter
2016-01-10,42,1.23,2016,1,10,Winter
2016-01-10,17,0.13,2016,1,10,Winter
